Ime,Kraj,Leto,Moc [kW],Regija
MFE Hofer Črnomelj ,Črnomelj ,2012,65.38,Dolenjska
Mala fotonapetostna elektrarna Ekosistemi ,Navo mesto ,2012,177.87,Dolenjska
MFE Majcen ,Knnelj ,2012,20,Dolenjska
"Sončna elektrarna MFE Qlandia NM2, 490 kW ",Novo mesto ,2012,490,Dolenjska
MFE Deržič 4 ,Dobova ,2012,42,Dolenjska
MFE Iskra Mis ,Semič ,2012,982.94,Dolenjska
SE Ino 1 ,Krška vas ,2012,194,Dolenjska
MFE Čeh ,Trebnje ,2012,8,Dolenjska
SE Peterkoč 1 ,Dobova ,2012,17,Dolenjska
MFE Cvelbar,Šentjernej,2013,25.5,Dolenjska
MFE Salobir 2 ,Šentrupert,2013,13.92,Dolenjska
MFE ABK 3,Otočec,2013,48.96,Dolenjska
MFE CBT 243,Novo mesto,2013,243,Dolenjska
MFE CBT 49,Novo mesto,2013,49.82,Dolenjska
Mikro fotonapetostna elektrarna MFE Medic,Dolenjske Toplice,2013,49.75,Dolenjska
MFE GRADING KURENT,Trebnje,2013,102,Dolenjska
MSE SOL PV 4,Senovo,2013,149.69,Dolenjska
MFE Godler MS,Koprivnica,2013,49.44,Dolenjska
MFE FARMA NADLESK- SEVER,Novo mesto,2013,40.92,Dolenjska
MFE POTOČAR,Semič,2013,30,Dolenjska
MSE OŠ BAKOVCI,Šentjanž,2013,275.9,Dolenjska
MFE ROLETARSTVO MEDLE 3 ,Novo mesto ,2013,44.2,Dolenjska
MFE Salobir 1 ,Šentrupert,2013,49.92,Dolenjska
MFE GODLER MS 1,Koprivnica,2013,13.4,Dolenjska
MFE Bevc,Mirna Peč,2013,48.96,Dolenjska
MFE Gallus,Šentjernej ,2013,39.69,Dolenjska
MFE Ivanušič,Vinica,2013,16.75,Dolenjska
MFE Blanca ,Blanca,2013,276.85,Dolenjska
MFE Kužnik,Uršna sela,2013,23.04,Dolenjska
MFE KOSTANJEVICA 2,Kostanjevica na Krki,2013,108.12,Dolenjska
MFE KOSTANJEVICA 1,Kostanjevica na Krki,2013,124.13,Dolenjska
MFE Fišter,Novo mesto,2013,29.89,Dolenjska
MFE Lina,Studenec,2013,23,Dolenjska
Mikro fotonapetostna elektrarna Slapničar,Otočec,2013,9.8,Dolenjska
SFE Mežan-2,Trebnje,2013,49.98,Dolenjska
MFE Petan,Raka,2013,48.8,Dolenjska
MFE ABK 1,Otočec,2013,8.7,Dolenjska
MFE EKTEN,Krško ,2013,99.9,Dolenjska
MFE Hofer Novo Mesto,Novo mesto,2013,65.96,Dolenjska
MFE Hofer Brežice,Brežice,2013,65.96,Dolenjska
MFE Komunala NM,Novo mesto,2013,237.15,Dolenjska
MFE Štokar,Kostanjevica na Krki,2013,12,Dolenjska
MFE Jan,Trebnje,2013,13.78,Dolenjska
MSE Dekorplast,Šentjernej,2013,102.9,Dolenjska
MFE Evrosad,Krško ,2013,750,Dolenjska
MFE FARMA PRISTAVA PRI KRŠKEM,Leskovec pri Krškem,2013,330,Dolenjska
MFE Božič Kobile II,Leskovec pri Krškem,2013,4.5,Dolenjska
MFE INVARST TEŽKE VODE ,Novo mesto,2014,40.56,Dolenjska
MFE farma 2 - proizvodnja ,Leskovec pri Krškem ,2014,162,Dolenjska
MFE Mušič ,Dragatuš,2014,34.96,Dolenjska
Mikro fotovoltaična elektrarna Tržišče-Malkovec,Tržišče,2014,24,Dolenjska
MFE Lea,Rateče -Planica ,2005,16.8,Gorenjska
MFE Flycom,Lesce ,2005,16.3,Gorenjska
MFE Radovljica,Radovljica ,2005,15,Gorenjska
SFE Enso,Radovljica ,2006,12.8,Gorenjska
MFE Labore,Kranj ,2006,29,Gorenjska
MFE DOMSOLAR Bled,Bled ,2006,3.3,Gorenjska
MFE Mavčiče,Mavčiče ,2007,71,Gorenjska
MFE SFE Punt international,Žirovnica ,2007,19.5,Gorenjska
MFE E-BAJT,Kamna Gorica,2007,6.2,Gorenjska
MFE KC Brdo,Kranj ,2007,44,Gorenjska
MFE Strahinj,Naklo ,2007,89.84,Gorenjska
MFE Markež,Jesenice ,2007,7.74,Gorenjska
SFE (MFE)Klinar,Blejska Dobrava ,2007,7.1,Gorenjska
SFE-PIN-1 Bled,Bled ,2008,86,Gorenjska
MFE Mencinger,Jesenice ,2008,10.32,Gorenjska
MFE Preddvor,Preddvor ,2008,60.2,Gorenjska
SE Aquarium,Lesce ,2008,5.16,Gorenjska
MFE Pustavrh,Gorenja vas ,2008,10.26,Gorenjska
SFE Košnjek,Križe ,2008,10.6,Gorenjska
SFE GORTNAR,Podnart ,2008,3.3,Gorenjska
SE Drole,Zgornja Besnica ,2008,6.84,Gorenjska
SFE Markun,Kranj ,2008,4.68,Gorenjska
SFE Slivnik,Lesce ,2008,16.8,Gorenjska
SFE Perčič,Golnik ,2008,9.7,Gorenjska
MFE Bitežnik,Tržič ,2008,3.3,Gorenjska
SFE Drakslar,Kranj ,2008,24,Gorenjska
SFE Torkar,Železniki,2009,8.28,Gorenjska
uFE Bohinc,Kamna Gorica ,2009,9.9,Gorenjska
Mala fotovoltaična elektrarna Aljančič,Žabnica ,2009,15.84,Gorenjska
SFE PIN-4 Mojstrana,Mojstrana ,2009,3.15,Gorenjska
Mala fotonapetostna elektrarna Trata,Škofja Loka ,2009,43.74,Gorenjska
SFE PŠEVO,Kranj ,2009,8,Gorenjska
MFE MOMENTUM,Golnik ,2009,7.5,Gorenjska
uFE Podobnik,Lesce ,2009,9.6,Gorenjska
SFE Jerala,Naklo ,2009,19.6,Gorenjska
UFE Meglič,Tržič ,2009,5,Gorenjska
MFE Flok,Žirovnica ,2009,1.65,Gorenjska
SFE URBANC,Golnik ,2009,12,Gorenjska
MFE Bernard,Žirovnica ,2009,1.2,Gorenjska
SFE Blatnik,Kranj ,2009,3.24,Gorenjska
Fotonapetostna elektrarna Gruden ,Tržič ,2009,5.1,Gorenjska
MFE Kmetija Lojz,Gorenja vas ,2009,9.4,Gorenjska
Sončna elektrarna Komunala Radovljica,Radovljica ,2009,94.92,Gorenjska
SFE Cvetek,Srednja vas v Bohinju ,2009,8.28,Gorenjska
MFE Štern,Golnik ,2009,29,Gorenjska
MFE Sodja,Bohinjska Bistrica ,2009,21,Gorenjska
Mikro FE Ložar,Cerklje na Gorenjskem ,2009,5,Gorenjska
MFE Križe,Križe ,2009,80.41,Gorenjska
SFE Refis ,Kranj ,2010,49.7,Gorenjska
SE PODOBNIK ,Žiri,2010,44.1,Gorenjska
SONČNA ELEKTRARNA ITH ,Kranj ,2010,118.3,Gorenjska
SFE OVSENIK,Žirovnica ,2010,20,Gorenjska
Sončna elektrarna BASSOL,Kranj ,2010,13.5,Gorenjska
SFE VALJAVEC,Tržič ,2010,13,Gorenjska
SONČNA ELEKTRARNA ISKRA INVEST,Kranj ,2010,38.54,Gorenjska
SFE AHČIN,Kranj ,2010,21,Gorenjska
SFE KALAN,Žirovnica ,2010,43.2,Gorenjska
SFE Božnar ,Zgornje Golje ,2010,11.96,Gorenjska
MFE POLJČE - G.E.T. ,Begunje na Gorenjskem,2010,48.75,Gorenjska
SFE Knafelj 1,Žirovnica ,2010,14,Gorenjska
Mala fotonapetostna elektrarna Labore 2,Kranj ,2010,23.03,Gorenjska
SFE Vidic,Žirovnica ,2010,12,Gorenjska
SFE Javornik,Kranj ,2010,22,Gorenjska
Mala fotovoltaična elektrarna MARKUTA,Golnik ,2010,41.44,Gorenjska
SFE OZEBEK ,Selca ,2010,47,Gorenjska
SONČNA ELEKTRARNA ŠTERN,Šenčur,2010,48.84,Gorenjska
MFE Vreček Velesovo,Cerklje na Gorenjskem ,2010,21.6,Gorenjska
SFE PROMPT I ,Šenčur,2010,20,Gorenjska
Sončna fotovoltaična elektrarna IBK Solar ,Šenčur ,2010,35.7,Gorenjska
SFE LOGAR I/ENLOG ,Šenčur ,2010,49.4,Gorenjska
SFE VREČEK I ,Kranj ,2010,49.4,Gorenjska
MFE POLJČE - AG-MA ,Begunje na Gorenjskem ,2010,48.75,Gorenjska
MARBO 1 ,Lesce ,2010,25.2,Gorenjska
SFE KRČ ,Cerklje na Gorenjskem ,2010,49.7,Gorenjska
MFE POLJČE BS TRADE ,Begunje na Gorenjskem ,2010,33.15,Gorenjska
SFE AGROTUR ,Kamna Gorica ,2010,26,Gorenjska
Mikro proizvodna naprava OVE na sončno energijo Kalan Suha (MFE),Škofja Loka,2010,43.2,Gorenjska
SFE PET-KA ,Golnik ,2010,13,Gorenjska
MFE KOŠIR TRATA ,Škofja Loka ,2010,48.84,Gorenjska
SFE Perko ,Preddvor ,2010,22,Gorenjska
SFE PIČMAN BRITOF (INTEGRIRANA V STREŠNI OVOJ) ,Kranj ,2010,49.4,Gorenjska
MFE Brolih,Preddvor ,2010,48,Gorenjska
Mala fotonapetostna elektrarna Rozman,Bohinjska Bistrica ,2010,19.32,Gorenjska
SFE Kok,Preddvor ,2010,30,Gorenjska
SFE BASAJ,Kranj ,2010,28,Gorenjska
SFE Urbanc,Golnik ,2010,26,Gorenjska
Fotovoltaična elektrarna Tubej,Bohinjska Bistrica ,2010,20,Gorenjska
Mala fotovoltaična elektrarna RESMAN,Naklo ,2010,49.95,Gorenjska
SFE Pristov,Lesce,2010,33,Gorenjska
SFE Urbanc Goriče,Golnik ,2010,26,Gorenjska
MFE Supeks,Mavčiče ,2010,20,Gorenjska
SFE Cubis,Šenčur ,2010,42.5,Gorenjska
SFE Mikelj,Srednja vas v Bohinju ,2010,20,Gorenjska
MFE Zorka,Žirovnica ,2010,15.4,Gorenjska
MFE Studen,Križe ,2010,12,Gorenjska
Mala fotovoltaična elektrarna KALAN,Naklo ,2010,22.2,Gorenjska
Mala fotonapetostna elektrarna EGP Škofja Loka (SFE MASOL),Škofja Loka ,2010,380,Gorenjska
MFE Mikelj Filip,Bohinjska Bistrica ,2010,15,Gorenjska
Mala fotonapetostna elektrarna Noč,Žirovnica,2010,12,Gorenjska
MFE Bogataj,Žiri ,2010,4.1,Gorenjska
MFE Šifrer,Škofja Loka ,2010,13,Gorenjska
SFE Bizjan,Radovljica ,2010,19,Gorenjska
SFE Dom Matevža Langusa-SONČNICA,Radovljica ,2010,6.9,Gorenjska
MFE Debelak,Žirovnica ,2010,5,Gorenjska
SE OBY,Blejska Dobrava ,2010,39,Gorenjska
Mala fotovoltaična elektrarna KOŠIR,Škofja Loka ,2010,31.08,Gorenjska
SONČNA ELEKTRARNA DEBELJAK,Naklo ,2010,24.97,Gorenjska
SFE Kristanc,Kranj,2010,15.7,Gorenjska
SFE MEBOR,Selca,2010,48.3,Gorenjska
E-MAPRO,Žiri ,2010,49.95,Gorenjska
SFE Kveder,Šenčur,2010,12.5,Gorenjska
SFE Dolenc,Radovljica,2010,33,Gorenjska
SONČNA ELEKTRARNA VIDMAR,Šenčur ,2010,19.98,Gorenjska
Mala fotovoltaična elektrarna JAGODIC,Naklo ,2010,95.45,Gorenjska
MFE Zorman,Šenčur ,2010,44,Gorenjska
MFE Habjan ,Selca,2011,46.23,Gorenjska
SFE PUŠAVEC ,Cerklje na Gorenjskem ,2011,42.38,Gorenjska
MFE Kuralt 2 ,Žabnica ,2011,41,Gorenjska
MFE Kuralt 1 ,Žabnica ,2011,41,Gorenjska
MFE RADOVLJICA 2 ,Radovljica ,2011,15.84,Gorenjska
Sončna elektrarna Krč ,Preddvor,2011,6.9,Gorenjska
SFE Sinkopa ,Radovljica ,2011,16.3,Gorenjska
Sončna fotovoltaična elektrarna Žibert ,Kranj ,2011,20.52,Gorenjska
SFE MAKSI SON-EL ,Bled ,2011,46.6,Gorenjska
Mala fotovoltaična elektrarna DRINOVEC ,Naklo ,2011,77.52,Gorenjska
MFE Barle ,Cerklje na Gorenjskem ,2011,13.62,Gorenjska
SFE ČIMŽAR ,Duplje ,2011,19,Gorenjska
MFE SEHA ,Škofja Loka ,2011,49.92,Gorenjska
Mala fotovoltaična elektrarna MIKOLIČ ,Šenčur ,2011,22.04,Gorenjska
SFE ŠTULAR ,Naklo ,2011,49.97,Gorenjska
SONČNA ELEKTRARNA PINTARIČ ,Žirovnica ,2011,17.9,Gorenjska
SFE ŠOLA BESNICA ,Zgornja Besnica ,2011,40.56,Gorenjska
SFE GNIDOVEC NAKLO ,Naklo ,2011,36,Gorenjska
SFE ZALOKAR ,Žirovnica ,2011,9,Gorenjska
SFE ŠTULAR 2 ,Naklo ,2011,49.75,Gorenjska
MFE OŠ JELA JANEŽIČA ,Škofja Loka ,2011,104.13,Gorenjska
MFE OŠ ŠENČUR ,Šenčur ,2011,241.41,Gorenjska
SE ŠMON ,Križe,2011,15.99,Gorenjska
SFE Novak ,Cerklje na Gorenjskem ,2011,24,Gorenjska
MFE Tekavc ,Srednjavas v Bohinju ,2011,16.17,Gorenjska
uFE Godnov,Tržič,2011,49.75,Gorenjska
SFE Blenkuš ,Kranjska Gora ,2011,44.72,Gorenjska
SFE ŠKRJANC,Duplje,2011,22,Gorenjska
Mala fotonapetostna elektrarna Ovsenek ,Tržič ,2011,34,Gorenjska
SFE IBV Lesce ,Lesce ,2011,40,Gorenjska
SFE OKORN,Šenčur,2011,17.02,Gorenjska
MFE SMUKAVEC ,Bohinjska Bistrica ,2011,41,Gorenjska
SFE VENE (INTEGRIRANA SFE) ,Kranj ,2011,16.92,Gorenjska
Mala fotovoltaična elektrarna MARKUN ,Preddvor,2011,49.78,Gorenjska
Mala fotonapetostna elektrarna Lean1 ,Lesce,2011,34.5,Gorenjska
Mala fotonapetostna elektrarna Lean2 ,Lesce,2011,30.96,Gorenjska
Mala fotovoltaična elektrarna - SFE PROVI ,Preddvor,2011,25,Gorenjska
MFE Jerom,Srednja vas v Bohinju,2011,14.58,Gorenjska
SFE Simag,Selca,2011,27,Gorenjska
SFE Valjavec,Zgornja Besnica,2011,47,Gorenjska
SFE Vaškar Bašelj,Preddvor,2011,49.7,Gorenjska
Mala fotovoltaična elektrarna GRAŠIČ ,Naklo,2011,44.26,Gorenjska
Mala fotovoltaična elektrarna OSTERMAN,Preddvor,2011,3.9,Gorenjska
SFE Urh ,Kranj,2011,49.9,Gorenjska
SFE ROZMAN ,Duplje,2011,49.92,Gorenjska
Sončna fotovoltaična elektrarna SFE ICI ,Visoko,2011,3.5,Gorenjska
Mala fotonapetostna elektrarna Praprotnik ,Radovljica,2011,19,Gorenjska
Sončna elektrarna Bela ,Jesenice,2011,11.8,Gorenjska
SFE Rasinger-1 ,Kranjska Gora,2011,40.3,Gorenjska
MFE PRIMSKOVO ,Kranj,2011,35.1,Gorenjska
Sončnica ,Kranjska Gora ,2011,8.05,Gorenjska
Mala fotovoltaična elektrarna MEGUŠAR ,Škofja Loka ,2011,29.15,Gorenjska
SFE VRHUNC ,Kranj ,2011,48.45,Gorenjska
Mala fotovoltaična elektrarna RESMAN 2 ,Naklo ,2011,38.95,Gorenjska
SE Stanonik,Gorenja vas,2011,20.35,Gorenjska
SFE OBY-2 ,Blejska Dobrava ,2011,35.36,Gorenjska
MFE P & I ZALOG ,Cerklje na Gorenjskem ,2011,18.16,Gorenjska
SFE Bergant ,Preddvor,2011,41.65,Gorenjska
SFE Udovič ,Kranj ,2011,23.66,Gorenjska
MFE Pintar ,Škofja Loka ,2011,49.7,Gorenjska
MFE MERKUR ,Naklo ,2011,708,Gorenjska
Sončna fotovoltaična elektrarna Jenko ,Cerklje na Gorenjskem,2011,44.7,Gorenjska
Mala fotovoltaična elektrarna Hribernik ,Kranj ,2012,36.08,Gorenjska
SE ITH 2 ,Kranj ,2012,505.88,Gorenjska
MFE Alzit Dolenčice ,Poljane nad Škofjo Loko ,2012,15.32,Gorenjska
SFE Preddvor Vrtec ,Preddvor ,2012,98,Gorenjska
SFE Jeklar ,Blejska Dobrava ,2012,22.88,Gorenjska
UFE SOLARENERGIJA d.o.o. ,Cerklje na Gorenjskem ,2012,48.08,Gorenjska
SFE Halovc ,Naklo ,2012,49.6,Gorenjska
MFE Qlandia Kranj ,Kranj ,2012,889.2,Gorenjska
SFE PRO-MK ,Žirovnica ,2012,15,Gorenjska
MFE VEDAMIX ,Križe ,2012,33.54,Gorenjska
SFE-Jurc ,Žirovnica ,2012,35,Gorenjska
SFE Javornik ,Tržič ,2012,26,Gorenjska
SFE Jereb ,Jesenice ,2012,10.4,Gorenjska
SE Češnjevar ,Škofja Loka ,2012,8.64,Gorenjska
SE Filipič ,Gorenja vas ,2012,31.68,Gorenjska
MFE Cuznar ,Rateče -Planica ,2012,16.66,Gorenjska
SFE Sitar Šenčur ,Šenčur ,2012,33,Gorenjska
MFE Kavčič ,Kranj ,2012,38.62,Gorenjska
SFE Zobki ,Golnik ,2012,49.88,Gorenjska
SFE Javornik Bistrica ,Tržič ,2012,37,Gorenjska
MFE MERKUR PRIMSKOVO ,Kranj ,2012,408,Gorenjska
Mala fotovoltaična elektrarna ENERGOSOLAR OKROGLO ,Naklo ,2012,40.24,Gorenjska
MFE WEBER ,Škofja Loka ,2012,49.68,Gorenjska
MFE WEBER DVA ,Škofja Loka ,2012,49.68,Gorenjska
SFE Habe ,Naklo ,2012,16.12,Gorenjska
SFE Perko ,Visoko ,2012,18.13,Gorenjska
SFE Kern ,Golnik ,2012,49.75,Gorenjska
SFE Čebulj ,Cerklje na Gorenjskem ,2012,14.7,Gorenjska
SFE Čebulj ,Cerklje na Gorenjskem ,2012,25.44,Gorenjska
SFE Knific ,Tržič ,2012,46,Gorenjska
SFE Grilc ,Cerklje na Gorenjskem ,2012,20.67,Gorenjska
Mala fotovoltaična elektrarna ENERGOSOLAR 2 ,Križe ,2012,38,Gorenjska
SFE Terles ,Naklo ,2012,49.92,Gorenjska
SFE ELBI ,Kranj ,2012,25.97,Gorenjska
SFE Ahčin ,Cerklje na Gorenjskem ,2012,29.4,Gorenjska
SFE Jošt ,Naklo ,2012,11.7,Gorenjska
MFE Šturm ,Gorenja vas ,2012,20.93,Gorenjska
SFE OŠ Kranjska Gora ,Kranjska Gora ,2012,117,Gorenjska
SFE OŠ Bohinjska Bistrica ,Bohinjska Bistrica ,2012,49.75,Gorenjska
MFE Frantar ,Cerklje na Gorenjskem ,2012,36,Gorenjska
SFE Megušar 2 ,Škofja Loka ,2012,29.12,Gorenjska
SFE Marbo II ,Lesce ,2012,27,Gorenjska
SFE Kepic Cerklje ,Cerklje na Gorenjskem ,2012,106.75,Gorenjska
"mFE Demšar 2, Podvrh ",Poljane nad Škofjo Loko ,2012,49.35,Gorenjska
MFE OŠ POLJANE ,Poljane nad Škofjo Loko ,2012,21.12,Gorenjska
SE ITH 3 ,Kranj ,2012,446.75,Gorenjska
SE JURČIČ & CO,Šenčur ,2012,128.16,Gorenjska
SFE Štern 2,Šenčur ,2012,162,Gorenjska
SFE MAJ DIZAJN,Radovljica,2012,9,Gorenjska
MFE Presečnik,Poljane nad Škofjo Loko ,2012,48.7,Gorenjska
"MFE Žaga na Ločivnici, Poljane ",Poljane nad Škofjo Loko ,2012,35,Gorenjska
SFE AL ELEKTRONIK ,Naklo ,2012,9.8,Gorenjska
SFE Marolt Ožbolt ,Skofja Loka ,2012,15.6,Gorenjska
MFE OŠ ŽIRI ,Žiri ,2012,17,Gorenjska
SFE Mibla ,Selca ,2012,48.96,Gorenjska
SFE Bertoncelj Megušar ,Selca ,2012,26,Gorenjska
MFE Otoče ,Podnart ,2012,48,Gorenjska
SFE Podlipnik ,Selca ,2012,21,Gorenjska
SFE Logar ,Preddvor ,2012,49,Gorenjska
SFE Gartnar Podlonk ,Železniki ,2012,40,Gorenjska
Sončna elektrarna Mestna občina Kranj ,Kranj ,2012,29.16,Gorenjska
SFE Jerala - Žeje ,Duplje ,2012,44.8,Gorenjska
SFE Fek ,Kranj,2012,20,Gorenjska
MFE Anžovc ,Žirovnica ,2012,16.66,Gorenjska
SFE Krsnik Duplje ,Duplje ,2012,14,Gorenjska
SFE Biomasa Ovsenik ,Kranj ,2012,251,Gorenjska
SFE Ovsenik 2 ,Žirovnica ,2012,18.2,Gorenjska
SFE Marbo 2 ,Lesce ,2012,49.35,Gorenjska
SFE Enso 2 ,Lesce ,2012,27,Gorenjska
SFE Mega ,Kranj ,2012,49.75,Gorenjska
Mikro sončna elektrarna SFE ŠENK HOTEMAŽE ,Preddvor,2012,36.72,Gorenjska
Mala fotovoltaična elektrarna BERGANT ,Škofja Loka ,2012,28.08,Gorenjska
uFE Mulej ,Lesce ,2012,11.27,Gorenjska
SE Krajnc ,Mavčiče ,2012,9.36,Gorenjska
MFE ALPLES 2 - mikro fotonapetostna elektrarna ,Železniki ,2012,49.82,Gorenjska
MFE Marolt ,Zirovnica ,2012,22,Gorenjska
"MFE Bevk, Jazne ",Sovodenj ,2012,20.68,Gorenjska
Mala fotovoltaična elektrarna GOSOLAR BAŠELJ ,Preddvor ,2012,33.93,Gorenjska
MFE INTEREUROPA JESENICE ,Jesenice ,2012,802,Gorenjska
SFE Urh ,Kranj ,2012,23.99,Gorenjska
SFE Eurocom 2 ,Kranj ,2012,362,Gorenjska
"SFE Tolar, Prtovč ",Železniki ,2012,26.46,Gorenjska
Sončna elektrarna Pavec ,Kranj ,2012,22.76,Gorenjska
SFE Stroj ,Begunje na Gorenjskem ,2012,15.84,Gorenjska
SFE Kaštrun ,Preddvor ,2012,45,Gorenjska
SFE Špiler ,Kranj ,2012,14,Gorenjska
SFE Vogrinčič ,Blejska Dobrava ,2012,49.82,Gorenjska
MFE LEBEN ,Duplje ,2012,45.88,Gorenjska
MFE OŠ ANTON JANŠA ,Radovljica ,2012,49.92,Gorenjska
MFE OŠ ANTON TOMAŽ LINHART ,Radovljica ,2012,49.92,Gorenjska
SFE LONTEH ,Bohinjska Bistrica ,2012,29.79,Gorenjska
MFE ISKRA ISD 1 ,Kranj ,2012,168,Gorenjska
MFE ISKRA ISD 2 ,Kranj ,2012,306,Gorenjska
MFE SEHA 2 ,Škofja Loka ,2012,24.7,Gorenjska
SFE KRČ PRIMSKOVO ,Kranj ,2012,42,Gorenjska
SFE Tratnik ,Jesenice ,2012,22,Gorenjska
MFE Bregar ,Preddvor ,2012,10.29,Gorenjska
SFE Mežik ,Rateče -Planica ,2012,48.88,Gorenjska
MFE PUSTAVRH II ,Gorenja vas ,2012,24.5,Gorenjska
MFE KNAUF III ,Škofja Loka ,2012,290,Gorenjska
MFE KNAUF II ,Škofja Loka ,2012,298,Gorenjska
SFE PH SOLAR (Bled) ,Bled ,2012,37.49,Gorenjska
SFE Čarman Podljubelj ,Tržič ,2012,15.5,Gorenjska
MFE KNAUF I ,Škofja Loka ,2012,298,Gorenjska
MFE Koritnik ,Cerklje na Gorenjskem ,2012,23.4,Gorenjska
SFE Brolih Štefanja Gora ,Cerklje na Gorenjskem ,2012,25,Gorenjska
SFE Mega 2 ,Kranj ,2012,13.4,Gorenjska
SFE Steeling Šenčur ,Šenčur ,2012,37,Gorenjska
MFE Logar ,Bohinjska Bistrica ,2012,35,Gorenjska
SFE Šinkovec ,Škofja Loka ,2012,18.13,Gorenjska
SFE Vogrin - Ilovka ,Kranj ,2012,15,Gorenjska
SFE Pogačnik ,Žirovnica ,2012,20,Gorenjska
MFE Bohinc 2 ,Kamna Gorica ,2012,10.2,Gorenjska
MFE MERKUR 2 ,Naklo ,2012,920,Gorenjska
SFE Kuralt ,Žabnica ,2012,28,Gorenjska
MFE ALPLES - mala fotonapetostna elektrarna ,Železniki ,2012,308.79,Gorenjska
SFE Zobki Begunjska ,Tržič ,2012,49.9,Gorenjska
SFE Pajntar ,Tržič ,2012,26,Gorenjska
SFE Poklukar ,Tržič ,2012,49.5,Gorenjska
"MFE Demšar 1, Podvrh ",Poljane nad Škofjo Loko ,2012,49.35,Gorenjska
MFE JELOVICA ,Preddvor ,2012,283.79,Gorenjska
Mikro fotonapetostna elektrarna SFE BIZJAK 2 ,Kranjska Gora ,2012,28.08,Gorenjska
SFE Elmes ,Tržič ,2012,49.9,Gorenjska
SFE Pilar ,Cerklje na Gorenjskem ,2012,25,Gorenjska
SFE Juvan Olševek ,Preddvor ,2012,23.46,Gorenjska
Mala fotovoltaična elektrarna DRINOVEC 2 ,Naklo ,2012,40.42,Gorenjska
MFE ALZIT Podvrh ,Gorenja vas ,2012,19.13,Gorenjska
Mikro fotonapetostna elektrarna SFE BIZJAK 1 ,Kranjska Gora ,2012,32.76,Gorenjska
SFE Tomaž Pičman ,Kranj ,2012,22,Gorenjska
SFE Hribar ,Cerklje na Gorenjskem ,2012,20.67,Gorenjska
SFE Dolhar ,Kranj ,2012,89.9,Gorenjska
MFE DSO NAKLO ,Naklo ,2012,40.94,Gorenjska
MFE ŠD TRATA ,Škofja Loka ,2012,134.35,Gorenjska
SFE Drešar ,Mavčiče ,2012,47.25,Gorenjska
MFE Rakovec ,Kranj ,2012,27.99,Gorenjska
MFE Režen - Javorje ,Poljane nad Škofjo Loko ,2012,23.04,Gorenjska
SFE Kosec ,Cerklje na Gorenjskem ,2012,17.28,Gorenjska
MFE Rozman ,Križe ,2012,34.13,Gorenjska
MFE Rehberger ,Naklo ,2012,21.64,Gorenjska
SFE Nimrod Seha 3,Škofja Loka,2013,48.36,Gorenjska
SFE Nimrod Seha,Škofja Loka,2013,45.76,Gorenjska
SFE Nimrod Seha 2,Škofja Loka,2013,44.98,Gorenjska
MFE Kobentar ,Kranj,2013,5,Gorenjska
SFE Hudobivnik ,Kranj,2013,45.65,Gorenjska
SFE Ošabnik - Klofutar,Kranj,2013,26.95,Gorenjska
SFE Benedičič,Radovljica,2013,40,Gorenjska
MFE Trilar ,Kranj,2013,18,Gorenjska
SFE Globočnik 2,Lesce,2013,20.65,Gorenjska
SFE ODEJA,Škofja Loka,2013,510,Gorenjska
SE EXOTERM,Kranj,2013,650,Gorenjska
SFE Kadivec-M,Kranj,2013,35.52,Gorenjska
SFE OŠ Bled,Bled,2013,22,Gorenjska
Mikro fotonapetostna elektrarna MFE Dolenc,Škofja Loka,2013,49.92,Gorenjska
SFE Globočnik 1,Lesce,2013,14.28,Gorenjska
MFE Šinkovec,Zgornje Jezersko,2013,39.52,Gorenjska
SFE PIN-8 Mojstrana-2,Mojstrana,2013,12.48,Gorenjska
MFE RUBIKA - ŽIRI,Žiri,2014,13.77,Gorenjska
MFE Grašič,Kranj,2014,100,Gorenjska
MFE GE ,Kranj,2014,12.3,Gorenjska
MFE ALPLES 2 - mikro fotonapetostna elektrarna ,Železniki ,2014,49.82,Gorenjska
SFE MA-SER ,Kranj ,2014,37.5,Gorenjska
Mikro fotonapetostna elektrarna MFE DOLENC 2 ,Škofja Loka ,2014,42.14,Gorenjska
SFE OŠ Gorje,Zgornje Gorje,2017,44,Gorenjska
Fotonapetostna elektrarna Abram,Vipava,2003,4.5,Goriska
Mala fotonapetostna elektrarna Gorica 1,Nova Gorica ,2005,8.1,Goriska
SFE Gryps,Idrija ,2007,5.04,Goriska
Solarna elektrarna Pipistrel,Ajdovščina ,2008,100.8,Goriska
SE Fon Ušnik,Tolmin ,2008,33,Goriska
uFE Borjančič,Šempeter pri Gorici ,2009,5,Goriska
Fotovoltaična elektrarna SOLDIN,Črniče ,2009,75,Goriska
Nadstrešnica - sončna elektrarna Mines Team,Tolmin,2009,24,Goriska
Sončna elektrarna Marmet,Ajdovščina ,2009,45,Goriska
Fotonapetostna elektrarna na strehi objekta Dom upokojencev Nova Gorica,Nova Gorica ,2009,47,Goriska
Sončna elektrarna Istrabenz Gorenje,Nova Gorica ,2009,1.02,Goriska
Mikro fotonapetostna elektrarna SFE Marko Gruden,Tolmin ,2009,5.94,Goriska
SE BAJC,Vipava,2010,10,Goriska
SFE OŠ Dobrovo,Dobrovo v Brdih,2010,83,Goriska
FNE PTP Vrtojba,Šempeter pri Novi Gorici,2010,113,Goriska
